[2023-06-26 21:55:17,766] Register - Step 01: Navigate to 'Register' page
[2023-07-16 17:13:06,744]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:13:06,805]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:13:06,855]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:13:06,941]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:13:07,033]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:13:07,321]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:13:08,530]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:13:42,112]  -------------------------- FAILED -------------------------- 
[2023-07-16 17:15:08,368] Pre-condition - Step 01: Set cookie and reload page
[2023-07-16 17:15:11,558] Pre-condition - Step 02: Verify the 'My Account' Link is displayed
[2023-07-16 17:15:11,656]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:15:15,173]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:15:15,233]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:15:15,293]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:15:15,357]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:15:15,417]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:15:15,465]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:15:15,550]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:15:15,639]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:15:15,849]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:15:17,098]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:15:50,803]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:28:50,338] Pre-condition - Step 01: Set cookie and reload page
[2023-07-16 17:28:53,567] Pre-condition - Step 02: Verify the 'My Account' Link is displayed
[2023-07-16 17:28:53,660]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:28:57,048]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:28:57,107]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:28:57,168]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:28:57,233]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:28:57,295]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:28:57,346]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:28:57,434]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:28:57,530]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:28:57,779]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:28:58,963]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:29:03,892]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:31:15,671] Pre-condition - Step 01: Set cookie and reload page
[2023-07-16 17:31:18,889] Pre-condition - Step 02: Verify the 'My Account' Link is displayed
[2023-07-16 17:31:18,975]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:31:22,477]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:31:22,535]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:31:22,613]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:31:22,676]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:31:22,741]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:31:22,786]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:31:22,874]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:31:22,961]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:31:23,185]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:31:24,389]  -------------------------- PASSED -------------------------- 
[2023-07-16 17:31:29,302]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:50:42,825] Pre-condition - Step 01: Set cookie and reload page
[2023-07-16 19:50:46,251] Pre-condition - Step 02: Verify the 'My Account' Link is displayed
[2023-07-16 19:50:46,350]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:50:50,016]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:50:50,077]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:50:50,141]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:50:50,217]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:50:50,292]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:50:50,353]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:50:50,440]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:50:50,530]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:50:50,763]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:50:52,010]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:50:56,961]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:55:42,495] Pre-condition - Step 01: Set cookie and reload page
[2023-07-16 19:55:45,666] Pre-condition - Step 02: Verify the 'My Account' Link is displayed
[2023-07-16 19:55:45,755]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:55:49,450]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:55:49,511]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:55:49,602]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:55:49,685]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:55:49,778]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:55:49,840]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:55:49,925]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:55:49,999]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:55:50,317]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:57:26,111] Pre-condition - Step 01: Set cookie and reload page
[2023-07-16 19:57:29,295] Pre-condition - Step 02: Verify the 'My Account' Link is displayed
[2023-07-16 19:57:29,385]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:57:32,790]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:57:32,849]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:57:32,911]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:57:32,974]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:57:33,035]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:57:33,084]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:57:33,172]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:57:33,265]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:57:33,498]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:57:34,753]  -------------------------- PASSED -------------------------- 
[2023-07-16 19:57:39,734]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:01:13,650] Pre-condition - Step 01: Set cookie and reload page
[2023-07-16 20:01:16,850] Pre-condition - Step 02: Verify the 'My Account' Link is displayed
[2023-07-16 20:01:16,947]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:01:20,377]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:01:20,437]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:01:20,498]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:01:20,563]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:01:20,622]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:01:20,672]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:01:20,757]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:01:20,845]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:01:21,078]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:01:22,367]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:01:27,370]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:49:40,543] Pre-condition - Step 01: Set cookie and reload page
[2023-07-16 20:49:43,415] Pre-condition - Step 02: Verify the 'My Account' Link is displayed
[2023-07-16 20:49:43,496]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:49:46,618]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:49:46,679]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:49:46,743]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:49:46,804]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:49:46,868]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:49:46,918]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:49:47,003]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:49:47,095]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:49:47,335]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:49:48,530]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:49:53,506]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:50:39,434] Pre-condition - Step 01: Set cookie and reload page
[2023-07-16 20:50:41,557] Pre-condition - Step 02: Verify the 'My Account' Link is displayed
[2023-07-16 20:50:42,485]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:50:44,881]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:50:44,938]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:50:45,017]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:50:45,093]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:50:45,155]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:50:45,212]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:50:45,362]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:50:45,476]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:50:45,902]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:50:47,210]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:50:52,154]  -------------------------- FAILED -------------------------- 
[2023-07-16 20:50:53,081]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:51:59,550] Pre-condition - Step 01: Set cookie and reload page
[2023-07-16 20:52:01,709] Pre-condition - Step 02: Verify the 'My Account' Link is displayed
[2023-07-16 20:52:02,944]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:52:05,594]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:52:05,754]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:52:05,882]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:52:06,015]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:52:06,089]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:52:06,155]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:52:06,297]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:52:06,396]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:52:06,821]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:52:08,155]  -------------------------- PASSED -------------------------- 
[2023-07-16 20:52:11,047]  -------------------------- PASSED -------------------------- 
